user,subfolder,decision,rationale
farmer-d,contacts,CONTENT-MISMATCH,Address book — not email
farmer-d,contracts,INCLUDED,Contracts correspondence — business
farmer-d,cornhusker,INCLUDED,Cornhusker pipeline operations
farmer-d,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
farmer-d,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
farmer-d,enron_news,INCLUDED,Enron corporate news distribution
farmer-d,entex,INCLUDED,Entex operations correspondence
farmer-d,eol,INCLUDED,EOL trading platform — business
farmer-d,first_delivery,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
farmer-d,frontera,INCLUDED,Frontera pipeline — operations
farmer-d,hpl_sale,INCLUDED,HPL sale transaction — business
farmer-d,inbox,INCLUDED,Primary received mail — standard business email
farmer-d,industrials,INCLUDED,Industrial customers — business
farmer-d,logistics,INCLUDED,Logistics operations
farmer-d,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
farmer-d,pan_energy_swap,INCLUDED,Pan Energy swap transaction — business
farmer-d,performance,PII/LEGAL,Performance review records — sensitive PII
farmer-d,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
farmer-d,pipelines,INCLUDED,Pipeline operations
farmer-d,resumes,PII/LEGAL,Third-party CVs — sensitive PII (third-party)
farmer-d,sent,INCLUDED,Sent mail variant — standard business email
farmer-d,sent_items,INCLUDED,Primary sent mail — standard business email
farmer-d,sitara,INCLUDED,Sitara trading system — business
farmer-d,storage,INCLUDED,Gas storage operations correspondence
farmer-d,term_proposals,INCLUDED,Term proposals — business
farmer-d,transport,INCLUDED,Pipeline transport business correspondence
farmer-d,tufco,INCLUDED,Tufco counterparty — business
farmer-d,unify,INCLUDED,Unify system business correspondence
farmer-d,volume_management,INCLUDED,Volume management operations
farmer-d,waha,INCLUDED,Waha hub trading
farmer-d,wellhead,INCLUDED,Wellhead pricing correspondence
farmer-d,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
fischer-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
fischer-m,current_estimate,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
fischer-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
fischer-m,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
fischer-m,felecia_fitzgerald,PII/LEGAL,Named individual folder — personal PII
fischer-m,inbox,INCLUDED,Primary received mail — standard business email
fischer-m,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
fischer-m,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
fischer-m,sent,INCLUDED,Sent mail variant — standard business email
fischer-m,sent_items,INCLUDED,Primary sent mail — standard business email
fischer-m,_sent,SYSTEM,Lotus Notes sent artefact variant — duplicates sent_items
fischer-m,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
forney-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
forney-j,inbox,INCLUDED,Primary received mail — standard business email
forney-j,sent_items,INCLUDED,Primary sent mail — standard business email
forney-j,tasks,CONTENT-MISMATCH,Task list entries — not email
forney-j,to_do,CONTENT-MISMATCH,To-do list — not email
fossum-d,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
fossum-d,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
fossum-d,favorites,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
fossum-d,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
fossum-d,sent,INCLUDED,Sent mail variant — standard business email
fossum-d,tasks,CONTENT-MISMATCH,Task list entries — not email
fossum-d,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
gang-l,calendar,CONTENT-MISMATCH,Calendar entries — not email
gang-l,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
gang-l,inbox,INCLUDED,Primary received mail — standard business email
gang-l,sent_items,INCLUDED,Primary sent mail — standard business email
gay-r,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
gay-r,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
gay-r,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
gay-r,inbox,INCLUDED,Primary received mail — standard business email
gay-r,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
gay-r,sent,INCLUDED,Sent mail variant — standard business email
gay-r,sent_items,INCLUDED,Primary sent mail — standard business email
gay-r,to_do,CONTENT-MISMATCH,To-do list — not email
gay-r,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
geaccone-t,cfp,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
geaccone-t,clean_fuels,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
geaccone-t,datek,PII/LEGAL,Personal brokerage — sensitive PII
geaccone-t,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
geaccone-t,eott,INCLUDED,EOTT operations — business
geaccone-t,et_s,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
geaccone-t,gpg,INCLUDED,GPG operations correspondence
geaccone-t,gpg_ops,INCLUDED,GPG operations
geaccone-t,inbox,INCLUDED,Primary received mail — standard business email
geaccone-t,nbpl,INCLUDED,NBPL operations
geaccone-t,rc_0946,INCLUDED,Rate case operations
geaccone-t,sent_items,INCLUDED,Primary sent mail — standard business email
geaccone-t,tracy,PII/LEGAL,Named individual — personal PII
geaccone-t,tw,INCLUDED,Transwestern pipeline operations
geaccone-t,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
germany-c,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
germany-c,appala,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,bankrupt,PII/LEGAL,Bankruptcy proceedings — litigation sensitive
germany-c,book_issues,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,calendar,CONTENT-MISMATCH,Calendar entries — not email
germany-c,calp_hopewell,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,ces,INCLUDED,CES business correspondence
germany-c,ces_pending,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,ces_resolved,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,contacts,CONTENT-MISMATCH,Address book — not email
germany-c,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
germany-c,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
germany-c,eol,INCLUDED,EOL trading platform — business
germany-c,inbox,INCLUDED,Primary received mail — standard business email
germany-c,insideferc,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,memos,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,new_power,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,notes,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
germany-c,ogelthorpe,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,pending,SYSTEM,Holding folder — likely incomplete emails
germany-c,performance,PII/LEGAL,Performance review records — sensitive PII
germany-c,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
germany-c,sap,INCLUDED,SAP enterprise system — business
germany-c,sent,INCLUDED,Sent mail variant — standard business email
germany-c,sent_items,INCLUDED,Primary sent mail — standard business email
germany-c,systems,INCLUDED,IT/systems business correspondence
germany-c,takeover,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,tasks,CONTENT-MISMATCH,Task list entries — not email
germany-c,to_do,CONTENT-MISMATCH,To-do list — not email
germany-c,traderr_tools,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,transport,INCLUDED,Pipeline transport business correspondence
germany-c,vng,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,whatever,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
germany-c,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
gilbertsmith-d,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
gilbertsmith-d,calendar,CONTENT-MISMATCH,Calendar entries — not email
gilbertsmith-d,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
gilbertsmith-d,ercot,INCLUDED,ERCOT market operations
gilbertsmith-d,expenses,PII/LEGAL,Expense records — financially sensitive
gilbertsmith-d,fundamentals,INCLUDED,Energy fundamentals analysis
gilbertsmith-d,inbox,INCLUDED,Primary received mail — standard business email
gilbertsmith-d,need_to_read,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
gilbertsmith-d,performance,PII/LEGAL,Performance review records — sensitive PII
gilbertsmith-d,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
gilbertsmith-d,qse,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
gilbertsmith-d,sent_items,INCLUDED,Primary sent mail — standard business email
giron-d,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
giron-d,calendar,CONTENT-MISMATCH,Calendar entries — not email
giron-d,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
giron-d,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
giron-d,inbox,INCLUDED,Primary received mail — standard business email
giron-d,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
giron-d,old,SYSTEM,Undifferentiated archive dump — provenance unclear
giron-d,sent,INCLUDED,Sent mail variant — standard business email
giron-d,sent_items,INCLUDED,Primary sent mail — standard business email
giron-d,tasks,CONTENT-MISMATCH,Task list entries — not email
giron-d,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
griffith-j,ace,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
griffith-j,belden,INCLUDED,Belden counterparty — business
griffith-j,benefits,PII/LEGAL,HR benefits records — sensitive PII
griffith-j,black_hills,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,blotter,INCLUDED,Trading blotter operations
griffith-j,calendar,CONTENT-MISMATCH,Calendar entries — not email
griffith-j,chase_mah_stone,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,clickathome,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,compression_services,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,continental,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,con_ed,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,coop_city,INCLUDED,Co-Op City — business
griffith-j,cornhusker,INCLUDED,Cornhusker pipeline operations
griffith-j,cqg,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,credit,PII/LEGAL,Credit records — financially sensitive
griffith-j,day_rate,INCLUDED,Day rate trading correspondence
griffith-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
griffith-j,design,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
griffith-j,dsc,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,east_coast_power,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,ebay,PII/LEGAL,Personal commerce — PII
griffith-j,ees,INCLUDED,Enron Energy Services operational correspondence
griffith-j,enron_updates,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,eol,INCLUDED,EOL trading platform — business
griffith-j,fpl,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,ft__pierce,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,fundamentals,INCLUDED,Energy fundamentals analysis
griffith-j,funny,INCLUDED,Humour emails — legitimate ham
griffith-j,golf,PII/LEGAL,Personal leisure — PII
griffith-j,grupo_chihuahua,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,ice,INCLUDED,ICE exchange correspondence
griffith-j,inbox,INCLUDED,Primary received mail — standard business email
griffith-j,indeck_corinth,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,insurance_call_spread,PII/LEGAL,Structured insurance product — legally sensitive
griffith-j,lng,INCLUDED,LNG trading and operations correspondence
griffith-j,mahonia,PII/LEGAL,Mahonia prepay deal — Enron fraud context
griffith-j,market,INCLUDED,Market operations correspondence
griffith-j,marsh_usa,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,mesa,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,monterrey_office,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,move,SYSTEM,Migration staging — system artefact
griffith-j,national_steel,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,newpower,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,new_items,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,offshore_processing,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,oyster_creek,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,perfomance_evaluation,PII/LEGAL,Performance evaluation — sensitive PII
griffith-j,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
griffith-j,personal_contacts,PII/LEGAL,Personal address book — PII
griffith-j,position,INCLUDED,Trading position correspondence
griffith-j,preston_vpp,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,private_folders,PII/LEGAL,Self-labelled private folder — explicit personal/sensitive content
griffith-j,producer_services,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,pseg,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,research,INCLUDED,Business research correspondence
griffith-j,sent_items,INCLUDED,Primary sent mail — standard business email
griffith-j,skew,INCLUDED,Options skew analysis — trading
griffith-j,stock_options,PII/LEGAL,Personal financial records — sensitive PII
griffith-j,system_wip,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
griffith-j,tasks,CONTENT-MISMATCH,Task list entries — not email
griffith-j,taxes,PII/LEGAL,Personal tax records — sensitive PII
griffith-j,to_do,CONTENT-MISMATCH,To-do list — not email
griffith-j,trading,INCLUDED,Trading operations correspondence
griffith-j,transport,INCLUDED,Pipeline transport business correspondence
griffith-j,volatility,INCLUDED,Volatility analysis — trading
griffith-j,vpp,INCLUDED,VPP (virtual power plant) trading
grigsby-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
grigsby-m,contacts,CONTENT-MISMATCH,Address book — not email
grigsby-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
grigsby-m,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
grigsby-m,inbox,INCLUDED,Primary received mail — standard business email
grigsby-m,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
grigsby-m,sent,INCLUDED,Sent mail variant — standard business email
grigsby-m,sent_items,INCLUDED,Primary sent mail — standard business email
grigsby-m,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
guzman-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
guzman-m,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
guzman-m,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
guzman-m,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
haedicke-m,accomplishments,PII/LEGAL,Individual performance records — sensitive PII
haedicke-m,albertappas,PII/LEGAL,Named individual — PII
haedicke-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
haedicke-m,arcor,INCLUDED,Arcor counterparty — business
haedicke-m,art,INCLUDED,Art committee — corporate
haedicke-m,bear,PII/LEGAL,Ambiguous — too brief to confirm business context; excluded
haedicke-m,brazilian_arbitration,INCLUDED,Brazil arbitration — business
haedicke-m,brazos_tenaska,INCLUDED,Brazos Tenaska — business
haedicke-m,budget,PII/LEGAL,Budget records — financially sensitive
haedicke-m,calendar,CONTENT-MISMATCH,Calendar entries — not email
haedicke-m,california,INCLUDED,California energy market business correspondence
haedicke-m,cftc,PII/LEGAL,CFTC regulatory correspondence — litigation sensitive
haedicke-m,chinesewallspolicy,PII/LEGAL,Information barrier policy — regulatory sensitive
haedicke-m,cuiaba,INCLUDED,Cuiaba project — business
haedicke-m,dabhol,INCLUDED,Dabhol project — business
haedicke-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
haedicke-m,eecc,INCLUDED,EECC operations — business
haedicke-m,enron_net_works,INCLUDED,Enron networks operations
haedicke-m,fuel,INCLUDED,Fuel operations — business
haedicke-m,globalassets,INCLUDED,Global assets — business
haedicke-m,hpl,INCLUDED,HPL pipeline operations
haedicke-m,inbox,INCLUDED,Primary received mail — standard business email
haedicke-m,isda,PII/LEGAL,ISDA master agreements — legally sensitive
haedicke-m,japan,INCLUDED,Japan operations business correspondence
haedicke-m,lexisid,PII/LEGAL,Legal system credentials — PII/security risk
haedicke-m,mehpictures,INCLUDED,Business photos/media — corporate
haedicke-m,municipalities,INCLUDED,Municipal customer relations
haedicke-m,newpowernoncompete,INCLUDED,New Power non-compete — business
haedicke-m,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
haedicke-m,organizationalchanges,INCLUDED,Org changes — business
haedicke-m,performancematters,PII/LEGAL,Performance matters — sensitive PII
haedicke-m,policies,INCLUDED,Corporate policies — business
haedicke-m,powercontracts,INCLUDED,Power contracts — business
haedicke-m,powersystems,INCLUDED,Power systems — business
haedicke-m,prc,INCLUDED,Performance Review Committee — business correspondence
haedicke-m,riskmemos,INCLUDED,Risk memos — business
haedicke-m,riskratings,INCLUDED,Risk ratings — business
haedicke-m,sempre,INCLUDED,Sempre counterparty — business
haedicke-m,sent,INCLUDED,Sent mail variant — standard business email
haedicke-m,sent_items,INCLUDED,Primary sent mail — standard business email
haedicke-m,southamerica,INCLUDED,South American operations
haedicke-m,stanley,PII/LEGAL,Named individual (first name) — personal PII
haedicke-m,technologyplan,INCLUDED,Technology plan — business
haedicke-m,toptenrisks,INCLUDED,Top-ten risks — business
haedicke-m,tva,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
haedicke-m,vitro,INCLUDED,Vitro counterparty — business
hain-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
hain-m,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
hain-m,my_personal,PII/LEGAL,Self-labelled personal — explicit personal correspondence
hain-m,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
hain-m,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
harris-s,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
harris-s,inbox,INCLUDED,Primary received mail — standard business email
hayslett-r,accounting,PII/LEGAL,Accounting records — financially sensitive
hayslett-r,action_items_in,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
hayslett-r,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
hayslett-r,contacts,CONTENT-MISMATCH,Address book — not email
hayslett-r,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
hayslett-r,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
hayslett-r,eott,INCLUDED,EOTT operations — business
hayslett-r,evaluations,PII/LEGAL,Performance evaluations — sensitive PII
hayslett-r,goals_2000,PII/LEGAL,Individual goals records — sensitive PII
hayslett-r,hold,SYSTEM,Temporary hold folder — ambiguous provenance
hayslett-r,inbox,INCLUDED,Primary received mail — standard business email
hayslett-r,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
hayslett-r,older_than_30,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
hayslett-r,planning,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
hayslett-r,projects,INCLUDED,Business projects correspondence
hayslett-r,regulatory,INCLUDED,Regulatory affairs correspondence
hayslett-r,sent,INCLUDED,Sent mail variant — standard business email
hayslett-r,sent_items,INCLUDED,Primary sent mail — standard business email
hayslett-r,vacations,PII/LEGAL,Personal vacation records — PII
hayslett-r,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
heard-m,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
heard-m,brokerage_agreements,INCLUDED,Brokerage agreements — business
heard-m,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
heard-m,inbox,INCLUDED,Primary received mail — standard business email
heard-m,sent,INCLUDED,Sent mail variant — standard business email
heard-m,sent_items,INCLUDED,Primary sent mail — standard business email
hendrickson-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
hendrickson-s,calendar,CONTENT-MISMATCH,Calendar entries — not email
hendrickson-s,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
hendrickson-s,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
hendrickson-s,inbox,INCLUDED,Primary received mail — standard business email
hendrickson-s,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
hendrickson-s,old,SYSTEM,Undifferentiated archive dump — provenance unclear
hendrickson-s,sent_items,INCLUDED,Primary sent mail — standard business email
hendrickson-s,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
hernandez-j,24_hr_power,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
hernandez-j,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
hernandez-j,counterparty_names,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
hernandez-j,daily_blessings,PII/LEGAL,Personal devotional — PII
hernandez-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
hernandez-j,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
hernandez-j,inbox,INCLUDED,Primary received mail — standard business email
hernandez-j,jrhernandez,PII/LEGAL,Named individual — personal PII
hernandez-j,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
hernandez-j,private_folders,PII/LEGAL,Self-labelled private folder — explicit personal/sensitive content
hernandez-j,sent,INCLUDED,Sent mail variant — standard business email
hernandez-j,sent_items,INCLUDED,Primary sent mail — standard business email
hernandez-j,to_do,CONTENT-MISMATCH,To-do list — not email
hernandez-j,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
hodge-j,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
hodge-j,calendar,CONTENT-MISMATCH,Calendar entries — not email
hodge-j,contacts,CONTENT-MISMATCH,Address book — not email
hodge-j,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
hodge-j,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
hodge-j,inbox,INCLUDED,Primary received mail — standard business email
hodge-j,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
hodge-j,sent,INCLUDED,Sent mail variant — standard business email
hodge-j,sent_items,INCLUDED,Primary sent mail — standard business email
hodge-j,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
holst-k,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
holst-k,inbox,INCLUDED,Primary received mail — standard business email
holst-k,sent_items,INCLUDED,Primary sent mail — standard business email
horton-s,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
horton-s,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
horton-s,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
horton-s,inbox,INCLUDED,Primary received mail — standard business email
horton-s,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
horton-s,sent,INCLUDED,Sent mail variant — standard business email
horton-s,sent_items,INCLUDED,Primary sent mail — standard business email
horton-s,_sent_mail,SYSTEM,Lotus Notes sent-mail artefact — duplicates sent_items
hyatt-k,contacts,CONTENT-MISMATCH,Address book — not email
hyatt-k,corp_memos,INCLUDED,Corporate memos — business
hyatt-k,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
hyatt-k,enron_kids,INCLUDED,Enron Kids programme — corporate community
hyatt-k,inbox,INCLUDED,Primary received mail — standard business email
hyatt-k,market_intel,INCLUDED,Market intelligence — business
hyatt-k,personal,PII/LEGAL,Self-labelled personal folder — explicit personal correspondence
hyatt-k,power_conf,INCLUDED,Power conference — business
hyatt-k,projects,INCLUDED,Business projects correspondence
hyatt-k,sent_items,INCLUDED,Primary sent mail — standard business email
hyatt-k,tasks,CONTENT-MISMATCH,Task list entries — not email
hyatt-k,to_do,CONTENT-MISMATCH,To-do list — not email
hyatt-k,training,PII/LEGAL,Training records — HR sensitive
hyatt-k,tw,INCLUDED,Transwestern pipeline operations
hyvl-d,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
hyvl-d,gas,INCLUDED,Natural gas trading correspondence
hyvl-d,miscellaneous,INCLUDED,Miscellaneous business correspondence
hyvl-d,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
hyvl-d,power_projects,INCLUDED,Power projects — business
hyvl-d,sent,INCLUDED,Sent mail variant — standard business email
jones-t,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
jones-t,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
jones-t,inbox,INCLUDED,Primary received mail — standard business email
jones-t,master_notice,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
jones-t,misc,INCLUDED,Miscellaneous business correspondence
jones-t,notes_inbox,SYSTEM,Lotus Notes internal inbox mirror — duplicates inbox
jones-t,online_trading,INCLUDED,Online trading operations
jones-t,sent,INCLUDED,Sent mail variant — standard business email
jones-t,sent_items,INCLUDED,Primary sent mail — standard business email
jones-t,trading_issues,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,accounting,PII/LEGAL,Accounting records — financially sensitive
kaminski-v,all_documents,SYSTEM,Lotus Notes all-documents view — duplicates every other folder
kaminski-v,audit,PII/LEGAL,Internal/external audit files — litigation sensitive
kaminski-v,australia,INCLUDED,Australia operations business correspondence
kaminski-v,azurix,INCLUDED,Azurix subsidiary operations
kaminski-v,c,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,calendar,CONTENT-MISMATCH,Calendar entries — not email
kaminski-v,cera,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,conferences,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,consultants,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,credit,PII/LEGAL,Credit records — financially sensitive
kaminski-v,deleted_items,SYSTEM,Lotus Notes deleted-items bin — not authored email
kaminski-v,discussion_threads,SYSTEM,Lotus Notes threading index — duplicates inbox content
kaminski-v,duffie,PII/LEGAL,Named individual — PII
kaminski-v,eci,INCLUDED,ECI counterparty correspondence
kaminski-v,ees,INCLUDED,Enron Energy Services operational correspondence
kaminski-v,ei,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,esai,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,evaluation,PII/LEGAL,Performance evaluation — sensitive PII
kaminski-v,fasb133,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
kaminski-v,ferc,INCLUDED,FERC regulatory correspondence
kaminski-v,gpg,INCLUDED,GPG operations correspondence
kaminski-v,inbox,INCLUDED,Primary received mail — standard business email
kaminski-v,london,INCLUDED,Single-user business folder — no PII markers detected; default INCLUDED
